Agency ID;Name;Created date;Agents;Categories;Credit flag;VAT Number;Agency charge;Agency charge usage;Phone;Phone 2;Phone 3;Phone 4;Phone 5;Phone 6;Phone 7;Cell;Cell 2;Cell 3;Cell 4;Fax;Fax 2;Fax 3;Email;Email 2;Email 3;Email 4;Email 5;Email 6;Facebook;Facebook 2;Skype;Twitter;Website;Website 2;Website 3;Instagram;Instagram 2;Instagram 3;Address;City;State;Zip;Country;Access;Address 2;City 2;State 2;Zip 2;Country 2;Access 2;Address 3;City 3;State 3;Zip 3;Country 3;Access 3 
4124;kombinatrotweiss*;2017-03-10 11:13:03;Old;Repräsentant;;;;;069-26488625;;;;;;;;;;;069-26488627;;;info@kombinatrotweiss.de;;;;;;;;;;;;;;;;Kaiserstrasse 69;Frankfurt;;60329;;;;;;;;;;;;;;
4125;Contact Bandolera;2017-03-10 11:13:03;;;;;;;31 010 238 15 00;;;;;;;;;;;31 010 238 15 99;;;info@bandolera.nl;;;;;;;;;;;;;;;;Vareseweg 85;AT Rotterdam;;3047;;;;;;;;;;;;;;
4127;Christiane Rosenstein Cosmetics GmbH;2017-03-10 11:13:03;;Kosmetik;;;;;+49-0176-80020934;;;;;;;0171-1755001;;;;;;;;;;;;;;;;;;;;;;;Spitzwegstr. 1;Dachau;;85221;;;;;;;;;;;;;;
4128;Performance Marine GmbH;2017-03-10 11:13:03;Most Wanted Models@;Modelbooking;;;;;+49 (0) 8131- 5982-46;;;;;;;+49 (0) 172-863 17 78;;;;+49 (0) 8131- 39193-40;;;;;;;;;;;;;;;;;;;Hertzzstr. 4;Karlsfeld;;85757;;;;;;;;;;;;;;
4129;Marcus Schwenzel S.L. Ulli Saftig Agency for Photographers & Productions;2017-03-10 11:13:03;Most Wanted Models@;Fotograf;;;;;0034 933 15 27 03;;;;;;;0034 66 300 18 27;;;;;;;;;;;;;;;;;http://www.newlineconcept.com;;;;;;Passatge Sert, 9 LOCAL;Barcelona;;08003;;;;;;;;;;;;;;
4130;dd com;2017-03-10 11:13:03;Old;Werbeag.;;;;;O43 499 1230;;;;;;;;;;;043 499 1231;;;;;;;;;;;;;;;;;;;Seefeldstr. 301;Zürich;;CH-8008;;;;;;;;;;;;;;
4131;Felber, Kristofori AG;2017-03-10 11:13:03;;Werbeag.;;;;;+41 44 256 71 40;;;;;;;;;;;+41 44 256 70 41;;;rudy.felber@fk-g.com;;;;;;;;;;;;;;;;Minervastr. 23-25;Zürich;;CH-8032;;;;;;;;;;;;;;
4132;euro rscg Balladur & Giger;2017-03-10 11:13:03;Old;Werbeag.;;;;;022 718 94 95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42, Rue du xxxi Decembre;Geneve 6;;CH-1211;;;;;;;;;;;;;;
4133;M-Management;2017-03-10 11:13:03;Old;Modelbooking;;;;;+ 421 2 544 10 533;;;;;;;;;;;+ 421 2 544 32 715;;;miros@mmanagement.sk;;;;;;;;;;;;;;;;Podjavorinskej 4;Bratislava;;811 O3;;;;;;;;;;;;;;
4135;ANDREAS HOFER  Photography;2017-03-10 11:13:03;Paula Alonso;;;;;;;;;;;;;;;;;;;;studio@andreas-hofer-photography.at;;;;;;;;;;http://www.andreas-hofer-photography.at;;;;;;Badgasse 1 ;;Untertullnerbach;3011 ;Austria ;;;;;;;;;;;;;
4136;Demner,Merlicek und Bergmann Werbesellschaft mbH;2017-03-10 11:13:03;Old;Werbeag.;;;;;0043-1-58846-0;;;;;;;;;;;0043-1-58846-49;;;iu@dmb.at;;;;;;;;;;;;;;;;Lehargasse 9-11;Wien;;A-1061;;;;;;;;;;;;;;
4137;Krüger & Krüger;2011-06-28 00:00:00;Old;Werbeag.;;;;;07556-92918811;;;;;;;0172-2766828;;;;07731-90969-19;;;;;;;;;;;;;;;;;;;Am Rebberg 10;Rielasingen;;78239;;;;;;;;;;;;;;
4138;Kastner & Öhler Warenhaus AG;2011-06-28 00:00:00;Most Wanted Models@;Werbeag.;;;;;+43 0316-870-0;;;;;;;;;;;;;;;;;;;;;;;;https://www.kastner-oehler.at;;;;;;Sackgasse 7-13;Graz;Steiermark;8021;Austria;;;;;;;;;;;;;
4139;Studio Seefeld;2011-06-28 00:00:00;Most Wanted Models@;Fotostudio;;;;;Tel. +49 8152 . 99 89 856;;;;;;;+49 175 . 58 92 334;;;;;;;marcus.vetter@studio-seefeld.de;;;;;;;;;;http://www.studio-seefeld.de;;;;;;Hauptstraße 10;Seefeld;;82229;;;;;;;;;;;;;;
4140;Streich Bekleidungswerk  GmbH + Co kg;2011-06-28 00:00:00;Paula Alonso;;;;;;+49(0)7433-9009-0;;;;;;;;;;;+49{0}7433-9009-166;;;info@dorisstreich.de;;;;;;;;;;https://www.dorisstreich.de/;;;@dorisstreich;;;Jurastrasse 3;Balingen;;D 72336;;;;;;;;;;;;;;
4141;Agentur Rouge;2011-06-28 00:00:00;Paula Alonso;;;;;;089-14903149;;;;;;;;;;;089-14903148;;;welcome@agenturrouge.de;;;;;;;;;;;;;;;;Hohenlohestr.15;München;;80637;;;;;;;;;;;;;;
4142;Rules by Mary;2011-06-28 00:00:00;Most Wanted Models@;;;;;;+46(0) 858791614;;;;;;;;;;;+46(0) 86602769;;;caroline.segerpalm@rulesbymary.com;;;;;;;;;;;;;;;;Textilgatan 42 ( 2nd Floor);Stockholm;;12030;;;;;;;;;;;;;;
4143;Makeupartist/Hairstylist;2011-06-28 00:00:00;Old;;;;;;+49 711-9640542;;;;;;;0171-1210243;;;;+49 711-9640543;;;look@alexanderbecker.com;;;;;;;;;;;;;;;;Mozartstr.46/1 RgB;Stuttgart;;70180;;;;;;;;;;;;;;
4144;Bastion Group GmbH;2011-06-28 00:00:00;Old;Fashion;;;;;0211-96659228;;;;;;;;;;;;;;info@schunk-rosenfeld.com;;;;;;;;;;;;;;;;Lindenstr. 48-52;Düsseldorf;;40233;;;;;;;;;;;;;;
4145;Phoographie;2011-06-28 00:00:00;Most Wanted Models@;;;;;;08378-7640;;;;;;;;;;;;;;info@feneberg-fotografie.de;;;;;;;;;;;;;;;;Hochberg 14;Buchenberg;;87474;;;;;;;;;;;;;;
4146;Stafa Freund Photography;2011-06-28 00:00:00;Most Wanted Models@;;;;;;069-94419471;;;;;;;0170-8136215;;;;;;;freund@stefanfreund.de;;;;;;;;;;;;;;;;Bornheimerstr.52;Frankfurt Main;;60316;;;;;;;;;;;;;;
4147;Barbara Schwarz;2011-06-28 00:00:00;Old;;;;;;0211-901460;;;;;;;;;;;;;;office@barbaraschwarzer.com;;;;;;;;;;;;;;;;Fringsstr. 30;Düsseldorf;;40221;;;;;;;;;;;;;;
4148;AdWell;2011-06-28 00:00:00;Old;TV-Comp.;;;;;089-54898001;;;;;;;;;;;089-54898003;;;;;;;;;;;;;;;;;;;Seidleinweg 12;München;;81929;;;;;;;;;;;;;;
4149;Stiff Windisch GmbH;2011-06-28 00:00:00;Most Wanted Models@;;;;;;089-6512860;;;;;;;0172-9578033;;;;;;;info@stiff-windisch.de;;;;;;;;;;;;;;;;Kühbachstr.1;München;;81543;;;;;;;;;;;;;;
4150;Webguerillas GmbH;2011-06-28 00:00:00;Old;TV-Comp.;;;;;189308972 DW 52;;;;;;;;;;;;;;mw@webguerillas.de;;;;;;;;;;;;;;;;Pestalozzistr. 13;München;;80469;;;;;;;;;;;;;;
4151;i.motion film;2011-06-28 00:00:00;Old;TV-Comp.;;;;;089- 3866510;;;;;;;;;;;;;;fh@i-motionfilm.de;;;;;;;;;;;;;;;;Gollierstr.39;München;;80339;;;;;;;;;;;;;;
4153;VOP PERLEN ;2011-06-28 00:00:00;Old;;;;;;089- 29162685;;;;;;;;;;;;;;info@v-o-p.com;;;;;;;;;;;;;;;;Am Kosttor 1;München;;80331;;;;;;;;;;;;;;
4154;Stars & Stripes Western Fashion Trademark;2011-06-28 00:00:00;Most Wanted Models@;Fashion;;;;;07121-610103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johannesstr. 20;Kirchentellinsfurt;;72138;;;;;;;;;;;;;;
4155;Berwin & Wolff AG;2011-06-28 00:00:00;Old;Fashion;;;;;08092-82430;;;;;;;;;;;08092-824343;;;;;;;;;;;;;;;;;;;Anzingerstr. 8;Ebersberg;;85560;;;;;;;;;;;;;;
4156;Max Seam Fotodesign;2011-06-28 00:00:00;Old;Fotograf;;;;;089 500779790;;;;;;;;;;;;;;info@maxseam.de;;;;;;;;;;;;;;;;Zillertalstr.29;München;;81373;;;;;;;;;;;;;;
4157;Kleiber Studio GmbH ;2011-06-28 00:00:00;Old;Fotograf;;;;;0711- 9579890;;;;;;;;;;;;;;info@kleiberstudio.com;;;;;;;;;;;;;;;;Max-Planck Str.28 /1;Fellbach;;70736;;;;;;;;;;;;;;
4158;Peter Atkins  Photoproduktion;2011-06-28 00:00:00;Most Wanted Models@;;;;;;089-41559303;;;;;;;;;;;;;;peter.atkins@peteratkins.de;;;;;;;;;;;;;;;;Laplacestr. 1;München;;81679;;;;;;;;;;;;;;
4159;Riess Fotodesign;2011-06-28 00:00:00;Most Wanted Models@;Fotograf;;;;;5203181-0;;;;;;;;;;;5203181-29;;;;;;;;;;;;;;;;;;;Lilienthalstr. 13;Garching/München;;85748;;;;;;;;;;;;;;
4160;Camilla Norrback;2011-06-28 00:00:00;;;;;;;0046-87331479;;;;;;;;;;;;;;zandra@camillanorrback.com;;;;;;;;;;;;;;;;Norrbackagatan 60 AB;Stockholm;;11341;;;;;;;;;;;;;;
4161;Diana Orving Photography;2011-06-28 00:00:00;;Fotograf;;;;;0046-739388979;;;;;;;;;;;;;;info@dianaorving.com;;;;;;;;;;;;;;;;Birger Jarlsgatan 18;Stockholm;;11434;;;;;;;;;;;;;;
4162;Patrick Mohr Lifestyle GmbH;2011-06-28 00:00:00;Most Wanted Models@;Fotograf;;;;;089- 66616949;;;;;;;;;;;;;;info@patrick-mohr.com;;;;;;;;;;;;;;;;Schornstr.8;München;;81669;;;;;;;;;;;;;;
4163;Stephan Pelger Fotografie;2011-06-28 00:00:00;Most Wanted Models@;Fotograf;;;;;0040-727789107;;;;;;;;;;;;;;office@stephanpelger.com;;;;;;;;;;;;;;;;Kiritescu Constantin 26, app1;Rumänien;;024037;;;;;;;;;;;;;;
4164;Cameralink;2011-06-28 00:00:00;;Repräsentant;;;;;0046-857866460;;;;;;;;;;;;;;SANNA@CAMERALINK.COM;;;;;;;;;;;;;;;;Götgatan 32;Stockholm;;SE-118 26;;;;;;;;;;;;;;
4165;Pascal Malamas Fotografie;2011-06-28 00:00:00;Most Wanted Models@;Fotograf;;;;;;;;;;;;0172-8873462;;;;;;;info@pascalmalamas.com;;;;;;;;;;;;;;;;Oberstenfelder Str.19;Aspach;;71546;;;;;;;;;;;;;;
4166;Artistgrupmierau;2011-06-28 00:00:00;Old;Visagistin;;;;;089-3065940;;;;;;;;;;;;;;info@artistgroupmierau.com;;;;;;;;;;;;;;;;Belgradstr. 55;München;;80769;;;;;;;;;;;;;;
4169;Twin Shot;2011-06-28 00:00:00;Old;Fotograf;;;;;;;;;;;;0033-673263331 PARIS;;;;;;;markus@twin-shot.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4170;Sacha Schuette   Stylist & Haare &;2011-06-28 00:00:00;Paula Alonso;Kosmetik;;;;;;;;;;;;0160-99102224;;;;;;;sacha@sachaschuette.de;;;;;;;;;;;;;;;;Stuttgarterstr.45;Berlin;;12059;;;;;;;;;;;;;;
4171;a cuckoo moment;2011-06-28 00:00:00;Doreen Leifheit;Accessoires, E-Commerce, Schmuck;;;;;0211-362169;;;;;;;;;;;;;;hello@a-cuckoo-moment.de;;;;;;;;;;;;;;;;Ackerstraße 11;Düsseldorf;;40233;Germany;;;;;;;;;;;;;
4173;Studio F.P.s.r.l;2011-06-28 00:00:00;Most Wanted Models@;Fotograf;;;;;0039-02461020;;;;;;;;;;;;;;INFO@STUDIOFP.COM;;;;;;;;;;;;;;;;Via Revere 7;Milano;;i 20123;;;;;;;;;;;;;;
4174;Atlantis Target Villaneva de la Canada;2011-06-28 00:00:00;Old;Fotograf;;;;;0034-658987312;;;;;;;;;;;;;;info@atlantistarget.com;;;;;;;;;;;;;;;;Sierra de Aracena 19;Madrid;;i-28691;;;;;;;;;;;;;;
4175;Rohm GmbH & Co KG;2011-06-28 00:00:00;Most Wanted Models@;Schmuck;;;;;+43 732 777887;;;;;;;;;;;+43 732 777887-30;;;office@rohm.at;;;;;;;;;;https://www.rohm.at;;;;;;Baumbachstraße 15;Linz;Oberösterreich;4020;Austria;;;;;;;;;;;;;
4176;Hunkemöller Deutschland B.V. & Co. KG;2011-06-28 00:00:00;Paula Alonso;Fashion;;;;;0209-318190;0031356465222  niederlange ;;;;;;;;;;;;;hunkemoller-kundenservice@de.hellmann.net;;;;;;;;;;https://www.hunkemoller.de/de_de/kundenservice/impressum.html;;;;;;Ludwig-Erhard-Strasse 4;Gelsenkirchen;;45891;;;;;;;;;;;;;;
4177;Eugen Klein GmbH;2011-06-28 00:00:00;Old;Fotograf;;;;;02771-3050;;;;;;;;;;;;;;info@eugenklein.de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4180;Margit Brandt;2011-06-28 00:00:00;Old;Fashion;;;;;0045-86100105;;;;;;;;;;;;;;info@margitbrandt.eu;;;;;;;;;;;;;;;;Balticagade 10;Aarhus  Dänemark;;8000;;;;;;;;;;;;;;
4181;Best of 19;2011-06-28 00:00:00;Old;Werbeag.;;;;;089-20244383;;;;;;;;;;;;;;info@bestof19.com;;;;;;;;;;;;;;;;Pappenheimerstr. 9 Rgb;München;;80335;;;;;;;;;;;;;;
4182;Volker Dautzenberg Fotografie;2017-03-10 11:13:04;Old;Fotograf;;;;;089-41768898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kirchenstr. 87/89;München;;81675;;;;;;;;;;;;;;
4183;Agentur Richter;2017-03-10 11:13:04;Old;Werbeag.;;;;;089 - 542 78 70;;;;;;;;;;;089 - 542 78 727;;;;;;;;;;;;;;;;;;;Augustenstraße 33;München;;80333;;;;;;;;;;;;;;
4184;COMBERA  WA.;2017-03-10 11:13:04;Old;Werbeag.;;;;;089 - 551 07-208;;;;;;;;;;;089-5510799273;;;doris.josephi@combera.com;;;;;;;;;;;;;;;;Schwantaler Straße  2;München;;80336;;;;;;;;;;;;;;
4185;Wächter & Wächter  WA.;2017-03-10 11:13:04;Old;Werbeag.;;;;;089 - 74 72 42 - 0;;;;;;;;;;;089 - 74 72 42 - 40;;;i.vogtmann@waechter-waechter.de;;;;;;;;;;;;;;;;Grimmstraße  3;München;;80336;;;;;;;;;;;;;;
4186;EILER 2;2017-03-10 11:13:04;Old;Werbeag.;;;;;089 - 99018870;morgens;WWW-Site;;;;;;;;;089 - 990188720;;;mail@eiler2.com;;;;;;;;;;www.eiler2.com;;;;;;Maximillianstr. 2;München;;80539;;;;;;;;;;;;;;
4187;Heye & Partner;2017-03-10 11:13:04;Old;Werbeag.;;;;;089-6653200;;;;;;;;;;;;;;katharina.marker@printcc.de;matthias.schwab@heye.de;dijana.zivkov@heye.de;martina.hansen@ddbs.de;petra.kraus@group-services.com;;;;;;;;;;;;Ottobrunnerstr. 28;Unterhaching;;82008;;;;;;;;;;;;;;
4188;STAWICKI WA GmbH GWA;2017-03-10 11:13:04;Most Wanted Models@;Werbeag.;;;;;089 - 74618 158;;;;;;;;;;;089 - 74618-299;;;info@stawicki.de;;;;;;;;;;http://www.stawicki.de;;;;;;Lindwurmstr.  88;München;;80337;;;;;;;;;;;;;;
4189;Brigitta Hughes Casting;2017-03-10 11:13:04;Old;TV-Comp.;;;;;089 - 28 22 90;;;;;;;;;;;089-284220;;;;;;;;;;;;;;;;;;;Tizianstrasse 129;München;;80638;;;;;;;;;;;;;;
4190;Vivafilm Produktionsgesellschaft mbH & Co KG;2017-03-10 11:13:04;Old;TV-Comp.;;;;;089 - 236 67 00;;;;;;;;;;;089 - 23667070;;;info@vivafilm.de;;;;;;;;;;;;;;;;Dachauerstrasse 233;München;;80637;;;;;;;;;;;;;;
4191;Isartalstudio;2017-03-10 11:13:04;Old;Fotograf;;;;;089-74664363;;;;;;;;;;;089 -74664364;;;;;;;;;;;;;;;;;;;Isartalstr. 34;München;;80496;;;;;;;;;;;;;;
4194;Studio  Michael  Kremer;2017-03-10 11:13:04;Most Wanted Models@;Fotograf;;;;;089 - 743 16 182;;;;;;;0172 8520233;;;;089 - 74316183;;;michael@kremer-fotodesign.de;;;;;;;;;;;;;;;;Oberstdorferstr 18;München;;81476;;;;;;;;;;;;;;
4196;TOP TEAM ;2017-03-10 11:13:04;Old;HAARE;;;;;20 22 720;;;;;;;;;;;2022730;;;agentur@topteam-hms.de;;;;;;;;;;;;;;;;Kolosseumstr.6/1;MÜNCHEN;;80469;;;;;;;;;;;;;;
4197;ENTERTAINMENT FACTORY;2017-03-10 11:13:04;;TV-Comp.;;;;;+49 (08177) 997944 Oliver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Am Schlichtfeld 8;Münsing;;82541;;;;;;;;;;;;;;
4198;Kuk Filmproduction;2017-03-10 11:13:04;Old;TV-Comp.;;;;;089 - 2323610;;;;;;;;;;;089 - 23236123;;;office@kuk-film.de;;;;;;;;;;;;;;;;Spitzweg 6;München;;81373;;;;;;;;;;;;;;
4199;Made in Munich Filmprod.;2017-03-10 11:13:04;Old;TV-Comp.;;;;;089 - 272 939 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;lindwurmstr. 71-73;MÜNCHEN;;80337;;;;;;;;;;;;;;
4200;2nd level films GmbH & Co. KG;2011-06-27 00:00:00;Old;;;;;;089 54 80 187 - 12;;;;;;;0176 220 55 365;;;;089 54 80 187 - 29;;;me@2ndlevelfilms.de;;;;;;;;;;;;;;;;Pettenkpferstr. 24;München;;80336;;;;;;;;;;;;;;
4201;CHANGE OF SCANDINAVIA A/S;2011-06-27 00:00:00;Old;Wäsche;;;;;+45 4499 0230;;;;;;;+45 2780 1256;;;;+45 4434 2183;;;ljl@change.com;;;;;;;;;;www.change.com;;;;;;Farum Gydevej 73;Farum;;DK-3520;;;;;;;;;;;;;;
4202;Lippert`s Friseure;2011-06-22 00:00:00;Old;Frisör;;;;;+49 (089) 59 50 76;+49 (089) 55 02 74 82;;;;;;;;;;+49 (089) 55 02 74 83;;;info@lipperts-friseure.com;;;;;;;;;;www.lipperts-friseure.com;;;;;;Lenbachplatz 3;München;;80333;;;;;;;;;;;;;;
4203;Actors and Arts;2017-03-10 11:13:04;;TV-Comp., Fotograf;;;;;kontakt@actorsandarts.de;;;;;;;Charlott 0172 / 8604950;;;;54271010;;;info@actorsandarts.de;;;;;;;;;;;;;;;;Schellingstr.109a / Rgb.;München;;80798;;;;;;;;;;;;;;
4204;BILDSTEIN WA.;2017-03-10 11:13:04;Old;Werbeag.;;;;;089 - 45 85 92-0;;;;;;;;;;;089-458592-11;;;info@bildstein.com;;;;;;;;;;;;;;;;Weißenburger Platz  2;München;;81667;;;;;;;;;;;;;;
4205;Douglas Productions  & Studio;2011-06-20 00:00:00;Paula Alonso;Castingagentur;;;;;;;;;;;; Inhaber: Martin Douglas;;;;;;;;;;;;;;;;;www.douglasproductions.de;;;;;;ElsässerStr. 9;München;;81667;;;;;;;;;;;;;;
4206;Studio Max Hoell;2011-06-20 00:00:00;Katharina;Fotograf;;;;;+49 176 32182627;+1 347 981 2960 ;;;;;;;;;;;;;studio@maxhoell.com;;;;;;;;;;https://www.maxhoell.com/;;;;;;241 Taaffe Place #605, 6th Floor;New York City;New York; Brooklyn 11205;United States;;;;;;;;;;;;;
4207;Kraftstoff Media;2011-06-15 00:00:00;Doreen Leifheit;TV-Comp.;;;;;089-99 737 287;;;;;;;0172-844 3002;;;;089-300 85 85;;;info@kraftstoffmedia.de;;;;;;;;;;http:www.kraftstoffmedia.de;;;;;;Bayerstrasse 77a / Rgb.;München;;80335;;;;;;;;;;;;;;
4208;dfm Media GmbH;2011-06-10 00:00:00;Old;;;;;;0821-44471-356;;;;;;;;;;;0821-44471-390;;;s.stanislawski@dfm.de;;;;;;;;;;www.dfm.de;;;;;;Piechlerstr.18;Neusäß;;86356;;;;;;;;;;;;;;
4209;AVR Agentur für Werbung Redaktion SOUS;2011-06-03 00:00:00;Doreen Leifheit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Weltenburgerstraße 4;München;;81677;;;;;;;;;;;;;;
4210;Stöhr Markenkomm.GmbH;2017-03-10 11:13:04;Most Wanted Models@;Werbeag.;;;;;(0211) 93301-00;;;;;;;;;;;(0211) 93301-11/48;;;info@stoehr-ddb.de;;;;;;;;;;;;;;;;Burghofstr. 40;Düsseldorf;;40223;;;;;;;;;;;;;;
4211;Studio Keupen;2017-03-10 11:13:04;Most Wanted Models@;Fotograf;;;;;089 - 167 51 51;;;;;;;01749237228;;;;089 - 168 42 76;;;info@keupen.com;;;;;;;;;;;;;;;;GUDRUNDSTR. 3  /  RGB;MÜNCHEN;;80634;;;;;;;;;;;;;;
4212;Belinda Schittengruber;2017-03-10 11:13:04;Old;Fotograf;;;;;;;;;;;;0676 351 56 68;;;;;;;FotografBaumann@gmx.at;;;;;;;;;;;;;;;;Hellwagstr.3/43;Wien;;A-1200;;;;;;;;;;;;;;
4214;iinpublic;2011-05-13 00:00:00;Old;Werbeag.;;;;;089-63853150;;;;;;;;;;;;;;in-public@online.ms;;;;;;;;;;;;;;;;Papperitzstr. 11;München;;81479;;;;;;;;;;;;;;
4215;Eberle GmbH - Geschäftsbereich VISCOM;2011-05-13 00:00:00;;Fotograf;;;;;07171-9252917;;;;;;;0173-6719878;;;;07171-9252957;;;;;;;;;;;;;;;;;;;Goethestr. 95;Schwäbisch Gmünd;;73525;;;;;;;;;;;;;;
4216;wellfeelin GmbH;2017-03-10 11:13:04;Old;Gesundheitsagentur;;;;;089 - 54 46 82-0;;;;;;;;;;;;;;jdm@wellfeelin.com;;;;;;;;;;;;;;;;Bavariaring  25;München;;80336;;;;;;;;;;;;;;
4218;Stehmann GmbH;2011-05-11 00:00:00;Most Wanted Models@;Fashion;;;;;0911-75900;;;;;;;;;;;;;;info@stehmann.de;;;;;;;;;;;;;;;;Hansastr. 22;Fürth;;90766;;;;;;;;;;;;;;
4219;BAYERL & PARTNER  FILM;2017-03-10 11:13:04;Old;TV-Comp.;;;;;089 - 9584640;;;;;;;;;;;;;;office@bayerlundpartner.tv;;;;;;;;;;;;;;;;MÜNCHENERSTR.  95;UNTERFÖHRING;;85774;;;;;;;;;;;;;;
4220;NPC Studio;2017-03-10 11:13:04;Most Wanted Models@;Fotograf;;;;;089 - 609 10 84;;;;;;;0170 - 833 47 81;;;;089 - 609 10 83;;;w@kober.to;;;;;;;;;;;;;;;;Kaiserstrasse 28a;München;;80801;;;;;;;;;;;;;;
4221;STUDIO INSEL 3;2017-03-10 11:13:04;Most Wanted Models@;Fotograf;;;;;089 / 13 39 25;;;;;;;;;;;089 / 16 90 13;;;photwal@web.de;;;;;;;;;;;;;;;;Volkartstraße 17 / Rgb. 3.St.;MÜNCHEN;;80634;;;;;;;;;;;;;;
4223;Eberhardt Schulz Textil Agentur;2017-03-10 11:13:04;;Fashion;;;;;089 - 35 66 100;;;;;;;0173 - 350 88 27;;;;;;;agentureschulz@aol.com;;;;;;;;;;;;;;;;Heinrich - Kley - Str.  6;München;;80807;;;;;;;;;;;;;;
4224;Modeagentur Klauser;2017-03-10 11:13:04;Old;Fashion;;;;;089-2311990;;;;;;;Thoben 0151-54439591;;;;089-23119910;;;office@modeagentur-klauser.de;;;;;;;;;;;;;;;;Bürkleinstr.;München;;80538;;;;;;;;;;;;;;
4225;Schäfer Textil GmbH;2017-03-10 11:13:04;Most Wanted Models@;Wäsche;;;;;07433-26030;;;;;;;;;;;07433-260380;;;monika.hipp@ceceba.de;;;;;;;;;;;;;;;;Rosenfelder Str. 12;Balingen;;72336;;;;;;;;;;;;;;
4226;Loringhoven;2017-03-10 11:13:04;Old;Fashion;;;;;089 -34 85 80;;;;;;;;;;;089- 342138;;;info@loringhoven.de;;;;;;;;;;;;;;;;Kaulbachstraße 96;München;;80802;;;;;;;;;;;;;;
4227;Hallfeldt Enterprises GmbH;2017-03-10 11:13:04;Old;Werbeag.;;;;;089 - 340297 16;;;;;;;0171 - 2318155;;;;089 - 340297 15;;;forum@hallfeldt.de;;;;;;;;;;;;;;;;Wilhelmstr. 8;München;;80801;;;;;;;;;;;;;;
4228;Rose & Reinartz;2017-03-10 11:13:04;Most Wanted Models@;Werbeag.;;;;;089 - 51 41 01 - 0    /-28;;;;;;;;;;;089 - 51 41 01 - 50;;;jreinartz@jacque-reinartz.de;;;;;;;;;;;;;;;;Boschetsriederstr 51 a;München;;81379;;;;;;;;;;;;;;
4229;Helli Ventures Filmprod. ;2017-03-10 11:13:04;Old;TV-Comp.;;;;;089 - 38 39 67-0 43;;;;;;;0170 - 48 20 590;;;;089 - 38 39 67-40;;;mail@helliventures.de;;;;;;;;;;;;;;;;thalkirchnerstr.58;München;;80337;;;;;;;;;;;;;;
4230;Susanne Bommer;2017-03-10 11:13:04;Most Wanted Models@;Fashion;;;;;089-21585020;;;;;;;;;;;;;;mail@susannebommer.com;;;;;;;;;;;;;;;;Haagerstr.11;München;;81671;;;;;;;;;;;;;;
4231;hp albrecht;2017-03-10 11:13:04;Old;Werbeag.;;;;;089-202560-0;;;;;;;;;;;089-20256020;;;info@hpalbrecht.de;;;;;;;;;;;;;;;;Geyerstr. 13b/ Rgb.;München;;80469;;;;;;;;;;;;;;
4232;Studio Orange;2017-03-10 11:13:05;Most Wanted Models@;Fotostudio;;;;;07307-9523242;;;;;;;;;;;07307-9523243;;;orangepeople@g-ph.de;;;;;;;;;;http://www.g-ph.de;;;;;;Harder Str. 6;Senden;;89250;;;;;;;;;;;;;;
4233;acm Werbeagentur GmbH;2017-03-10 11:13:05;Old;Werbeag.;;;;;089-4809010;;;;;;;-31;;;;48090199;;;info@acm-werbung.de;;;;;;;;;;;;;;;;Rosenheimerstr.116b;München;;81669;;;;;;;;;;;;;;
4234;Pola Neumann;2017-03-10 11:13:05;Most Wanted Models@;Fashion;;;;;089-54727442;;;;;;;;;;;089- 576539;;;thaler@pola-neumann.com;;;;;;;;;;;;;;;;Elsenheimerstr.15;München;;80687;;;;;;;;;;;;;;
4235;Joas Werbeagentur;2017-03-10 11:13:05;Old;Werbeag.;;;;;089-30776077;;;;;;;;;;;30776099;;;info@joas-werbeagentur.de;;;;;;;;;;;;;;;;Hohenzollernstr. 146 RGB;München;;80796;;;;;;;;;;;;;;
4237;2K Werbeagentur + Verlag;2017-03-10 11:13:05;Old;Werbeag.;;;;;0541-981220;;;;;;;;;;;;;;info@kkkk.de;;;;;;;;;;;;;;;;Parkstr. 2k;Osnabrück;;49080;;;;;;;;;;;;;;
4238;Dilly Fotografie;2011-05-09 00:00:00;Old;Fotograf;;;;;;;;;;;;0162-2311827;;;;;;;info@dilly-fotografie.de;;;;;;;;;;;;;;;;In der Schanze 6-8;Bottrop;;46242;;;;;;;;;;;;;;
4239;WELLA   AG;2017-03-10 11:13:05;Old;BEAUTY;;;;;06151 - 34-0 DW 2238;;;;;;;;;;;06151 - 349382;;;hecker.a.1@pg.com;;;;;;;;;;;;;;;;Berliner - Allee 65;DARMSTADT;;64274;;;;;;;;;;;;;;
4240;Skiny Bodywear GmbH;2017-03-10 11:13:05;Most Wanted Models@;Wäsche;;;;;0043-5523-505400;;;;;;;cornelia.rebmann@hanro.com;;;;0043-5523-64647;;;gabriele.hrovat@skiny.com;;;;;;;;;;https://www.skiny.com;;;;;;Exerzierplatz 1;Mäder;;A -6841;;;;;;;;;;;;;;
